id,year,treated,age,educ,black,married,nodegree,dwincl,re74,hisp,early_ra,sample,experimental,re
10.0,1978.0,,51.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
11.0,1975.0,,53.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
11.0,1978.0,,53.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25427.240234375
12.0,1975.0,,55.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
12.0,1978.0,,55.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
13.0,1975.0,,45.0,12.0,0.0,1.0,0.0,,8987.1572265625,0.0,,2.0,0.0,10666.7421875
13.0,1978.0,,45.0,12.0,0.0,1.0,0.0,,8987.1572265625,0.0,,2.0,0.0,8096.4638671875
14.0,1975.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
14.0,1978.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
15.0,1975.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
15.0,1978.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
16.0,1975.0,,51.0,8.0,0.0,1.0,1.0,,15973.90234375,0.0,,2.0,0.0,12967.306640625
16.0,1978.0,,51.0,8.0,0.0,1.0,1.0,,15973.90234375,0.0,,2.0,0.0,0.0
17.0,1975.0,,16.0,10.0,0.0,0.0,1.0,,881.6700439453125,0.0,,2.0,0.0,2391.870849609375
17.0,1978.0,,16.0,10.0,0.0,0.0,1.0,,881.6700439453125,0.0,,2.0,0.0,10747.505859375
18.0,1975.0,,17.0,10.0,0.0,0.0,1.0,,466.3055114746094,0.0,,2.0,0.0,537.0968017578125
18.0,1978.0,,17.0,10.0,0.0,0.0,1.0,,466.3055114746094,0.0,,2.0,0.0,4306.09521484375
19.0,1975.0,,53.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,4380.91943359375
19.0,1978.0,,53.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
20.0,1975.0,,53.0,12.0,0.0,1.0,0.0,,10233.2509765625,0.0,,2.0,0.0,11305.88671875
20.0,1978.0,,53.0,12.0,0.0,1.0,0.0,,10233.2509765625,0.0,,2.0,0.0,16150.07421875
21.0,1975.0,,53.0,12.0,0.0,1.0,0.0,,22884.236328125,0.0,,2.0,0.0,24563.2265625
21.0,1978.0,,53.0,12.0,0.0,1.0,0.0,,22884.236328125,0.0,,2.0,0.0,24081.033203125
22.0,1975.0,,42.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,580.0645141601562
22.0,1978.0,,42.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
23.0,1975.0,,46.0,11.0,0.0,1.0,1.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
23.0,1978.0,,46.0,11.0,0.0,1.0,1.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
24.0,1975.0,,49.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
24.0,1978.0,,49.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
25.0,1975.0,,49.0,17.0,0.0,1.0,0.0,,25780.033203125,0.0,,2.0,0.0,25243.548828125
25.0,1978.0,,49.0,17.0,0.0,1.0,0.0,,25780.033203125,0.0,,2.0,0.0,25564.669921875
26.0,1975.0,,55.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
26.0,1978.0,,55.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
27.0,1975.0,,55.0,10.0,0.0,1.0,1.0,,25862.322265625,0.0,,2.0,0.0,22060.35546875
27.0,1978.0,,55.0,10.0,0.0,1.0,1.0,,25862.322265625,0.0,,2.0,0.0,1536.835693359375
28.0,1975.0,,49.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
28.0,1978.0,,49.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
29.0,1975.0,,49.0,12.0,0.0,1.0,0.0,,23999.05859375,0.0,,2.0,0.0,23564.2265625
29.0,1978.0,,49.0,12.0,0.0,1.0,0.0,,23999.05859375,0.0,,2.0,0.0,25564.669921875
30.0,1975.0,,41.0,12.0,0.0,1.0,0.0,,17139.666015625,0.0,,2.0,0.0,18447.484375
30.0,1978.0,,41.0,12.0,0.0,1.0,0.0,,17139.666015625,0.0,,2.0,0.0,21143.3125
31.0,1975.0,,52.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
31.0,1978.0,,52.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
32.0,1975.0,,52.0,12.0,0.0,1.0,0.0,,21389.31640625,0.0,,2.0,0.0,18300.677734375
32.0,1978.0,,52.0,12.0,0.0,1.0,0.0,,21389.31640625,0.0,,2.0,0.0,15736.310546875
33.0,1975.0,,44.0,16.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
33.0,1978.0,,44.0,16.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
34.0,1975.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
34.0,1978.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
35.0,1975.0,,44.0,12.0,0.0,1.0,0.0,,5999.27490234375,0.0,,2.0,0.0,6146.17724609375
35.0,1978.0,,44.0,12.0,0.0,1.0,0.0,,5999.27490234375,0.0,,2.0,0.0,3877.554443359375
36.0,1975.0,,51.0,12.0,0.0,1.0,0.0,,25427.365234375,0.0,,2.0,0.0,13549.1611328125
36.0,1978.0,,51.0,12.0,0.0,1.0,0.0,,25427.365234375,0.0,,2.0,0.0,14803.865234375
37.0,1975.0,,51.0,9.0,0.0,1.0,1.0,,0.0,0.0,,2.0,0.0,0.0
37.0,1978.0,,51.0,9.0,0.0,1.0,1.0,,0.0,0.0,,2.0,0.0,7385.67724609375
38.0,1975.0,,51.0,8.0,0.0,1.0,1.0,,0.0,0.0,,2.0,0.0,0.0
38.0,1978.0,,51.0,8.0,0.0,1.0,1.0,,0.0,0.0,,2.0,0.0,0.0
39.0,1975.0,,48.0,6.0,0.0,1.0,1.0,,21553.89453125,1.0,,2.0,0.0,19980.0
39.0,1978.0,,48.0,6.0,0.0,1.0,1.0,,21553.89453125,1.0,,2.0,0.0,2813.59130859375
40.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,5976.0966796875
40.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,4523.32080078125
41.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,19716.1015625,0.0,,2.0,0.0,25243.548828125
41.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,19716.1015625,0.0,,2.0,0.0,0.0
42.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
42.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
43.0,1975.0,,43.0,12.0,0.0,1.0,0.0,,23967.7109375,0.0,,2.0,0.0,19331.90234375
43.0,1978.0,,43.0,12.0,0.0,1.0,0.0,,23967.7109375,0.0,,2.0,0.0,25564.669921875
44.0,1975.0,,53.0,16.0,0.0,1.0,0.0,,22143.6328125,0.0,,2.0,0.0,21457.015625
44.0,1978.0,,53.0,16.0,0.0,1.0,0.0,,22143.6328125,0.0,,2.0,0.0,21929.462890625
45.0,1975.0,,50.0,11.0,0.0,1.0,1.0,,24823.91015625,0.0,,2.0,0.0,20504.564453125
45.0,1978.0,,50.0,11.0,0.0,1.0,1.0,,24823.91015625,0.0,,2.0,0.0,0.0
46.0,1975.0,,53.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,0.0
46.0,1978.0,,53.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,16463.3515625
47.0,1975.0,,53.0,10.0,0.0,1.0,1.0,,0.0,0.0,,2.0,0.0,0.0
47.0,1978.0,,53.0,10.0,0.0,1.0,1.0,,0.0,0.0,,2.0,0.0,0.0
48.0,1975.0,,50.0,12.0,0.0,1.0,0.0,,14379.05859375,0.0,,2.0,0.0,11663.951171875
48.0,1978.0,,50.0,12.0,0.0,1.0,0.0,,14379.05859375,0.0,,2.0,0.0,8134.884765625
49.0,1975.0,,46.0,16.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
49.0,1978.0,,46.0,16.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
50.0,1975.0,,46.0,16.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
50.0,1978.0,,46.0,16.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
51.0,1975.0,,42.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,3931.54833984375
51.0,1978.0,,42.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,14518.6640625
52.0,1975.0,,46.0,12.0,0.0,1.0,0.0,,20354.822265625,0.0,,2.0,0.0,24445.064453125
52.0,1978.0,,46.0,12.0,0.0,1.0,0.0,,20354.822265625,0.0,,2.0,0.0,25564.669921875
53.0,1975.0,,55.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
53.0,1978.0,,55.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25304.58984375
54.0,1975.0,,55.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,23632.2578125
54.0,1978.0,,55.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
55.0,1975.0,,46.0,8.0,0.0,1.0,1.0,,22778.435546875,0.0,,2.0,0.0,25243.548828125
55.0,1978.0,,46.0,8.0,0.0,1.0,1.0,,22778.435546875,0.0,,2.0,0.0,25564.669921875
56.0,1975.0,,55.0,14.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
56.0,1978.0,,55.0,14.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
57.0,1975.0,,55.0,14.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
57.0,1978.0,,55.0,14.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
58.0,1975.0,,55.0,14.0,0.0,1.0,0.0,,13714.8671875,0.0,,2.0,0.0,23274.193359375
58.0,1978.0,,55.0,14.0,0.0,1.0,0.0,,13714.8671875,0.0,,2.0,0.0,19321.275390625
59.0,1975.0,,55.0,14.0,0.0,1.0,0.0,,8393.4990234375,0.0,,2.0,0.0,19036.5
59.0,1978.0,,55.0,14.0,0.0,1.0,0.0,,8393.4990234375,0.0,,2.0,0.0,10639.630859375
60.0,1975.0,,49.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
60.0,1978.0,,49.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
61.0,1975.0,,55.0,13.0,0.0,1.0,0.0,,13738.37890625,0.0,,2.0,0.0,13024.5966796875
61.0,1978.0,,55.0,13.0,0.0,1.0,0.0,,13738.37890625,0.0,,2.0,0.0,5989.2255859375
62.0,1975.0,,55.0,12.0,0.0,1.0,0.0,,23334.8671875,0.0,,2.0,0.0,23612.564453125
62.0,1978.0,,55.0,12.0,0.0,1.0,0.0,,23334.8671875,0.0,,2.0,0.0,24834.671875
63.0,1975.0,,55.0,12.0,0.0,1.0,0.0,,25627.208984375,0.0,,2.0,0.0,17298.09765625
63.0,1978.0,,55.0,12.0,0.0,1.0,0.0,,25627.208984375,0.0,,2.0,0.0,25564.669921875
64.0,1975.0,,55.0,12.0,0.0,1.0,0.0,,23262.375,0.0,,2.0,0.0,23401.306640625
64.0,1978.0,,55.0,12.0,0.0,1.0,0.0,,23262.375,0.0,,2.0,0.0,0.0
65.0,1975.0,,49.0,15.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
65.0,1978.0,,49.0,15.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,9238.74609375
66.0,1975.0,,52.0,16.0,0.0,1.0,0.0,,8961.6865234375,0.0,,2.0,0.0,22427.37109375
66.0,1978.0,,52.0,16.0,0.0,1.0,0.0,,8961.6865234375,0.0,,2.0,0.0,24310.080078125
67.0,1975.0,,49.0,13.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
67.0,1978.0,,49.0,13.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
68.0,1975.0,,52.0,15.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
68.0,1978.0,,52.0,15.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
69.0,1975.0,,49.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
69.0,1978.0,,49.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
70.0,1975.0,,49.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
70.0,1978.0,,49.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
71.0,1975.0,,52.0,14.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
71.0,1978.0,,52.0,14.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
72.0,1975.0,,52.0,13.0,0.0,1.0,0.0,,25470.46875,0.0,,2.0,0.0,25241.7578125
72.0,1978.0,,52.0,13.0,0.0,1.0,0.0,,25470.46875,0.0,,2.0,0.0,23429.35546875
73.0,1975.0,,52.0,12.0,0.0,1.0,0.0,,16432.37109375,0.0,,2.0,0.0,19664.90234375
73.0,1978.0,,52.0,12.0,0.0,1.0,0.0,,16432.37109375,0.0,,2.0,0.0,21861.486328125
74.0,1975.0,,45.0,14.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
74.0,1978.0,,45.0,14.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
75.0,1975.0,,49.0,3.0,0.0,1.0,1.0,,5327.24658203125,1.0,,2.0,0.0,8240.8544921875
75.0,1978.0,,49.0,3.0,0.0,1.0,1.0,,5327.24658203125,1.0,,2.0,0.0,13042.4150390625
76.0,1975.0,,40.0,13.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
76.0,1978.0,,40.0,13.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
77.0,1975.0,,48.0,18.0,0.0,1.0,0.0,,9651.3486328125,0.0,,2.0,0.0,784.1613159179688
77.0,1978.0,,48.0,18.0,0.0,1.0,0.0,,9651.3486328125,0.0,,2.0,0.0,17348.509765625
78.0,1975.0,,48.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25241.7578125
78.0,1978.0,,48.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
79.0,1975.0,,54.0,18.0,0.0,1.0,0.0,,19412.416015625,0.0,,2.0,0.0,18189.677734375
79.0,1978.0,,54.0,18.0,0.0,1.0,0.0,,19412.416015625,0.0,,2.0,0.0,16716.04296875
80.0,1975.0,,48.0,16.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
80.0,1978.0,,48.0,16.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
81.0,1975.0,,54.0,16.0,0.0,1.0,0.0,,11069.857421875,0.0,,2.0,0.0,10741.935546875
81.0,1978.0,,54.0,16.0,0.0,1.0,0.0,,11069.857421875,0.0,,2.0,0.0,0.0
82.0,1975.0,,48.0,13.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
82.0,1978.0,,48.0,13.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
83.0,1975.0,,51.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
83.0,1978.0,,51.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
84.0,1975.0,,51.0,18.0,0.0,1.0,0.0,,8889.193359375,0.0,,2.0,0.0,24437.90234375
84.0,1978.0,,51.0,18.0,0.0,1.0,0.0,,8889.193359375,0.0,,2.0,0.0,11489.32421875
85.0,1975.0,,48.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
85.0,1978.0,,48.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
86.0,1975.0,,48.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
86.0,1978.0,,48.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
87.0,1975.0,,51.0,16.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
87.0,1978.0,,51.0,16.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
88.0,1975.0,,54.0,12.0,0.0,1.0,0.0,,19919.865234375,0.0,,2.0,0.0,19374.87109375
88.0,1978.0,,54.0,12.0,0.0,1.0,0.0,,19919.865234375,0.0,,2.0,0.0,20312.830078125
89.0,1975.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
89.0,1978.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,23244.638671875
90.0,1975.0,,54.0,12.0,0.0,1.0,0.0,,12678.4150390625,0.0,,2.0,0.0,12478.548828125
90.0,1978.0,,54.0,12.0,0.0,1.0,0.0,,12678.4150390625,0.0,,2.0,0.0,15923.9814453125
91.0,1975.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
91.0,1978.0,,54.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
92.0,1975.0,,51.0,15.0,0.0,1.0,0.0,,12788.134765625,0.0,,2.0,0.0,12992.37109375
92.0,1978.0,,51.0,15.0,0.0,1.0,0.0,,12788.134765625,0.0,,2.0,0.0,7415.23193359375
93.0,1975.0,,51.0,14.0,0.0,1.0,0.0,,22345.4375,0.0,,2.0,0.0,25243.548828125
93.0,1978.0,,51.0,14.0,0.0,1.0,0.0,,22345.4375,0.0,,2.0,0.0,24245.060546875
94.0,1975.0,,44.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25055.564453125
94.0,1978.0,,44.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
95.0,1975.0,,51.0,12.0,0.0,1.0,0.0,,21236.4921875,0.0,,2.0,0.0,17949.7734375
95.0,1978.0,,51.0,12.0,0.0,1.0,0.0,,21236.4921875,0.0,,2.0,0.0,22204.3203125
96.0,1975.0,,51.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
96.0,1978.0,,51.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,215.74807739257812
97.0,1975.0,,51.0,8.0,0.0,1.0,1.0,,20221.591796875,0.0,,2.0,0.0,14548.1611328125
97.0,1978.0,,51.0,8.0,0.0,1.0,1.0,,20221.591796875,0.0,,2.0,0.0,6921.67138671875
98.0,1975.0,,51.0,8.0,0.0,1.0,1.0,,9847.275390625,0.0,,2.0,0.0,10756.2578125
98.0,1978.0,,51.0,8.0,0.0,1.0,1.0,,9847.275390625,0.0,,2.0,0.0,10635.1982421875
99.0,1975.0,,51.0,3.0,0.0,1.0,1.0,,13246.6025390625,1.0,,2.0,0.0,11964.7255859375
99.0,1978.0,,51.0,3.0,0.0,1.0,1.0,,13246.6025390625,1.0,,2.0,0.0,12605.0078125
100.0,1975.0,,43.0,16.0,0.0,1.0,0.0,,17182.76953125,0.0,,2.0,0.0,22568.806640625
100.0,1978.0,,43.0,16.0,0.0,1.0,0.0,,17182.76953125,0.0,,2.0,0.0,19968.51953125
101.0,1975.0,,43.0,15.0,0.0,1.0,0.0,,2121.885986328125,0.0,,2.0,0.0,3260.177490234375
101.0,1978.0,,43.0,15.0,0.0,1.0,0.0,,2121.885986328125,0.0,,2.0,0.0,0.0
102.0,1975.0,,47.0,14.0,0.0,1.0,0.0,,19714.142578125,0.0,,2.0,0.0,18368.708984375
102.0,1978.0,,47.0,14.0,0.0,1.0,0.0,,19714.142578125,0.0,,2.0,0.0,4317.9169921875
103.0,1975.0,,38.0,12.0,0.0,1.0,0.0,,17312.08203125,0.0,,2.0,0.0,15957.1455078125
103.0,1978.0,,38.0,12.0,0.0,1.0,0.0,,17312.08203125,0.0,,2.0,0.0,0.0
104.0,1975.0,,47.0,13.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
104.0,1978.0,,47.0,13.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
105.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,19177.302734375,0.0,,2.0,0.0,18280.984375
105.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,19177.302734375,0.0,,2.0,0.0,15740.7431640625
106.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,8052.58642578125,0.0,,2.0,0.0,7533.67724609375
106.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,8052.58642578125,0.0,,2.0,0.0,0.0
107.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
107.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,9500.3037109375
108.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
108.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
109.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
109.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
110.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
110.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,0.0,0.0,,2.0,0.0,0.0
111.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,23293.88671875
111.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,0.0
112.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,18871.658203125,0.0,,2.0,0.0,18366.919921875
112.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,18871.658203125,0.0,,2.0,0.0,19785.28125
113.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,16218.810546875,0.0,,2.0,0.0,11583.38671875
113.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,16218.810546875,0.0,,2.0,0.0,20578.8203125
114.0,1975.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,20522.466796875
114.0,1978.0,,47.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,24505.140625
115.0,1975.0,,46.0,10.0,1.0,1.0,1.0,,17741.16015625,0.0,,2.0,0.0,17136.966796875
115.0,1978.0,,46.0,10.0,1.0,1.0,1.0,,17741.16015625,0.0,,2.0,0.0,21438.857421875
116.0,1975.0,,43.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,0.0
116.0,1978.0,,43.0,12.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
117.0,1975.0,,43.0,12.0,0.0,1.0,0.0,,18334.818359375,0.0,,2.0,0.0,18692.7578125
117.0,1978.0,,43.0,12.0,0.0,1.0,0.0,,18334.818359375,0.0,,2.0,0.0,20100.037109375
118.0,1975.0,,43.0,12.0,0.0,1.0,0.0,,16303.05859375,0.0,,2.0,0.0,14752.2578125
118.0,1978.0,,43.0,12.0,0.0,1.0,0.0,,16303.05859375,0.0,,2.0,0.0,11965.15234375
119.0,1975.0,,50.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25243.548828125
119.0,1978.0,,50.0,18.0,0.0,1.0,0.0,,25862.322265625,0.0,,2.0,0.0,25564.669921875
120.0,1975.0,,50.0,18.0,0.0,1.0,0.0,,23611.125,0.0,,2.0,0.0,23376.2421875
120.0,1978.0,,50.0,18.0,0.0,1.0,0.0,,23611.125,0.0,,2.0,0.0,23315.5703125
121.0,1975.0,,47.0,6.0,0.0,1.0,1.0,,0.0,0.0,,2.0,0.0,0.0
121.0,1978.0,,47.0,6.0,0.0,1.0,1.0,,0.0,0.0,,2.0,0.0,0.0
